prime_recipient,sub_recipient,address,county,number,type,sub_amount,spent,tbs
"FINANCE, ALABAMA DEPT OF",SHERIFF CHAMBERS COUNTY,2 S Lafayette St Ste C Lafayette AL 36862-1747,AL-CHAMBERS,,DIRECT,126448,126448,0
"FINANCE, ALABAMA DEPT OF",SHERIFF CLARKE COUNTY,PO BOX 913 Grove Hill AL 36451-0913,AL-CLARKE,,DIRECT,199360.49,199360.49,0
"FINANCE, ALABAMA DEPT OF",SHERIFF ESCAMBIA COUNTY,316 Court St Brewton AL 36426-2060,AL-ESCAMBIA,,DIRECT,172536,172536,0
"FINANCE, ALABAMA DEPT OF",SHERIFF FAYETTE CO,113 1st Ave NW Fayette AL 35555-2627,AL-FAYETTE,,DIRECT,62272,62272,0
"FINANCE, ALABAMA DEPT OF",SHERIFF GENEVA COUNTY,PO BOX 115 Geneva AL 36340-0115,AL-GENEVA,,DIRECT,77252,77252,0
"FINANCE, ALABAMA DEPT OF",SHERIFF ST CLAIR COUNTY,1610 Cogswell Ave Ste 206 Pell City AL 35125-1696,AL-ST. CLAIR,,DIRECT,222320,222320,0
"FINANCE, ALABAMA DEPT OF",SHI INTERNATIONAL CORP.,290 DAVIDSON AVE STE 101 SOMERSET NJ 08873-4179,NJ-SOMERSET,,DIRECT,2234180.67,2234180.67,0
"FINANCE, ALABAMA DEPT OF",SHOALS COPE FOR MR SCOPE 310,4129 Helton Dr Florence AL 35630-6207,AL-LAUDERDALE,257,GRANT,88194.76,88194.76,0
"FINANCE, ALABAMA DEPT OF","SKYLINE, TOWN OF",21638 Al Highway 79 Scottsboro AL 35768-5904,AL-JACKSON,158,GRANT,53144.81,53144.81,0
"FINANCE, ALABAMA DEPT OF",SLASHAM VALLEY FARMS LLC,50 Lowery Dr Ashville AL 35953-4340,AL-ST. CLAIR,225,GRANT,50000.00005,50000,0
"FINANCE, ALABAMA DEPT OF","SLEEP MANAGEMENT, L.L.C.",625 E KALISTE SLOOM RD LAFAYETTE LA 70508-2540,LA-LAFAYETTE,,DIRECT,2262613.6,2262613.6,0
"FINANCE, ALABAMA DEPT OF","SMELLEY FARMS, LLC",5025 County Road 9 Greensboro AL 36744-5628,AL-HALE,180,GRANT,98382.87,98382.87,0
"FINANCE, ALABAMA DEPT OF",SOFTCHOICE CORPORATION,"314 W SUPERIOR ST, STE 400 CHICAGO IL 60654-3538",IL-COOK,,DIRECT,177289.15,177289.15,0
"FINANCE, ALABAMA DEPT OF",SOLID STATE OPERATIONS,1114 State St 206 Santa Barbara CA 93101-2717,CA-SANTA BARBARA,,DIRECT,2372140,2372140,0
"FINANCE, ALABAMA DEPT OF",SONS SUPERMARKET,400 9th Ave Jasper AL 35501-3732,AL-WALKER,226,GRANT,50000.00005,50000,0
"FINANCE, ALABAMA DEPT OF",SOUTH CENTRAL ALABAMA MENTAL HEALTH BOARD,205 Academy Dr Andalusia AL 36420-4154,AL-COVINGTON,258,GRANT,180042.98,180042.98,0
"FINANCE, ALABAMA DEPT OF",SOUTHERN LINC,PO BOX 931581 Atlanta GA 31193-1581,GA-FULTON,22,CONTRACT,721875.35,721875.35,0
"FINANCE, ALABAMA DEPT OF",SOUTHLAND INTERNATIONAL TRUCKS INC,200 OXMOOR BLVD BIRMINGHAM AL 35209-4735,AL-JEFFERSON,,DIRECT,68033.96,68033.96,0
"FINANCE, ALABAMA DEPT OF","SOUTHSIDE, CITY OF",2255 Highway 77 Gadsden AL 35907-7905,AL-ETOWAH,145,GRANT,172746.95,172746.95,0
"FINANCE, ALABAMA DEPT OF","SPECTRACARE HEALTH SYSTEMS, INC.",3542 Montgomery Hwy Dothan AL 36303-2165,AL-HOUSTON,259,GRANT,271968.22,271968.22,0
"FINANCE, ALABAMA DEPT OF",SPRING HILL COLLEGE,4000 Dauphin St Mobile AL 36608-1780,AL-MOBILE,498,GRANT,524962.9,524962.9,0
"FINANCE, ALABAMA DEPT OF","ST CLAIR, COUNTY OF",165 5th Ave Ashville AL 35953-3238,AL-ST. CLAIR,489,GRANT,2083273.82,2083273.82,0
"FINANCE, ALABAMA DEPT OF",ST OF AL PRESIDING 19TH CIRCUIT JUDICIAL ADMIN FUND,134 N Court St STE 206 Prattville AL 36067-3048,AL-AUTAUGA,,DIRECT,83728.63,83728.63,0
"FINANCE, ALABAMA DEPT OF","STAMP IDEA GROUP, LLC",111 WASHINGTON AVENUE MONTGOMERY AL 36104-4229,AL-MONTGOMERY,,DIRECT,591650,591650,0
"FINANCE, ALABAMA DEPT OF",STATE OF AL PRESIDING CIRCUIT JUDGES JUDICIAL ADMIN FUND,1001 Main St HALE COUNTY COURTHOUSE Greensboro AL 36744-1572,AL-HALE,,DIRECT,147551.16,147551.16,0
"FINANCE, ALABAMA DEPT OF",STATE OF AL PRESIDING JUDGES ADMIN FUND 23RD JUDICIAL CIRCUIT,100 Northside Sq Huntsville AL 35801-8815,AL-MADISON,,DIRECT,116076.11,116076.11,0
"FINANCE, ALABAMA DEPT OF",STERLING CO,400 Broad St STE 201 Gadsden AL 35901-3759,AL-ETOWAH,114,GRANT,293510.68,293510.68,0
"FINANCE, ALABAMA DEPT OF",STILLMAN COLLEGE,3601 Stillman Blvd Tuscaloosa AL 35401-2601,AL-TUSCALOOSA,500,GRANT,531325.74,531325.74,0
"FINANCE, ALABAMA DEPT OF","STRICKLAND & KENDALL, LLC",PO BOX 99 Montgomery AL 36101-0099,AL-MONTGOMERY,,DIRECT,567500,567500,0
"FINANCE, ALABAMA DEPT OF","STRICKLAND PAPER COMPANY, INC.",481 REPUBLIC CIR BIRMINGHAM AL 35214-5967,AL-JEFFERSON,,DIRECT,271526.38,271526.38,0
"FINANCE, ALABAMA DEPT OF","SUMITON, CITY OF",416 State St Sumiton AL 35148-4124,AL-WALKER,448,GRANT,130893.2,130893.2,0
"FINANCE, ALABAMA DEPT OF","SUMTER, COUNTY OF",318 Washington St Livingston AL 35470-9790,AL-SUMTER,394,GRANT,614337,614337,0
"FINANCE, ALABAMA DEPT OF",SUNLIGHT HOME LLC,2636 Carters Gin Rd Toney AL 35773-9703,AL-MADISON,260,GRANT,215772.49,215772.49,0
"FINANCE, ALABAMA DEPT OF",SUPREME CLEANING INC.,"600 S COURT STREET, STE 200 MONTGOMERY AL 36104-4106",AL-MONTGOMERY,,DIRECT,315766,315766,0
"FINANCE, ALABAMA DEPT OF","SYLACAUGA, CITY OF",301 N Broadway Ave Sylacauga AL 35150-2527,AL-TALLADEGA,449,GRANT,482481.43,482481.43,0
"FINANCE, ALABAMA DEPT OF","SYLVANIA, TOWN OF",22957 Sylvania Ave N Sylvania AL 35988-2140,AL-DEKALB,46,GRANT,67246.1,67246.1,0
"FINANCE, ALABAMA DEPT OF","SYNERGETICS DIVERSIFIED COMPUTER SERVICES, INC.",501 HIGHWAY 12 W STE 100 STARKVILLE MS 39759-3643,MS-OKTIBBEHA,,DIRECT,76769.69,76769.69,0
"FINANCE, ALABAMA DEPT OF",TABER ELLIS,2227 County Road 19 N Prattville AL 36067-8264,AL-AUTAUGA,227,GRANT,76638.00004,76638,0
"FINANCE, ALABAMA DEPT OF",TALLADEGA CO COMM,PO BOX 996 Talladega AL 35161-0996,AL-TALLADEGA,,DIRECT,517720,517720,0
"FINANCE, ALABAMA DEPT OF",TALLADEGA CO COMM,PO BOX 996 Talladega AL 35161-0996,AL-TALLADEGA,490,GRANT,2293829,2293829,0
"FINANCE, ALABAMA DEPT OF",TALLADEGA COLLEGE,627 Battle St W Talladega AL 35160-2354,AL-TALLADEGA,398,GRANT,1016581.76,1016581.76,0
"FINANCE, ALABAMA DEPT OF","TALLADEGA, CITY OF",203 South St W Talladega AL 35160-0400,AL-TALLADEGA,48,GRANT,752870.36,752870.36,0
"FINANCE, ALABAMA DEPT OF",TALLAPOOSA COUNTY COMMISSION,125 N Broadnax St Dadeville AL 36853-1318,AL-TALLAPOOSA,,DIRECT,87349,87349,0
"FINANCE, ALABAMA DEPT OF","TALLAPOOSA, COUNTY OF",125 N Broadnax St Dadeville AL 36853-1318,AL-TALLAPOOSA,395,GRANT,53579.59,53579.59,0
"FINANCE, ALABAMA DEPT OF",TALLASSEE AUTOMOTIVE INC,1618 Gilmer Ave Tallassee AL 36078-2341,AL-ELMORE,,DIRECT,183958,183958,0
"FINANCE, ALABAMA DEPT OF","TAUSTIN LABORATORIES, LLC",2868 Acton Rd STE 207 Vestavia AL 35243-2502,AL-JEFFERSON,,DIRECT,149700,149700,0
"FINANCE, ALABAMA DEPT OF",TAYLOR B HATCHETT,200 County Road 242 Thorsby AL 35171-7422,AL-CHILTON,228,GRANT,62293.6,62293.6,0
"FINANCE, ALABAMA DEPT OF","TEACHING STRATEGIES, LLC",4500 EAST-WEST HWY STE 300 BETHESDA MD 20814-3327,MD-MONTGOMERY,,DIRECT,901800.0001,901800,0
"FINANCE, ALABAMA DEPT OF","TECHNICAL & SCIENTIFIC APPLICATION, INC.",2050 W SAM HOUSTON PKY N HOUSTON TX 77043-2422,TX-HARRIS,,DIRECT,1910741.21,1910741.21,0
"FINANCE, ALABAMA DEPT OF","TEKLINKS, INC.",201 SUMMIT PKWY BIRMINGHAM AL 35209-4731,AL-JEFFERSON,,DIRECT,443599.73,443599.73,0
"FINANCE, ALABAMA DEPT OF","THE JOBS COMPANY, LLC",300 Water St Suite 200 Montgomery AL 36104-2501,AL-MONTGOMERY,,DIRECT,65000.00004,65000,0
"FINANCE, ALABAMA DEPT OF",THOMASVILLE CITY BOARD OF EDUCATION,750 Gates Dr Thomasville AL 36784-2610,AL-CLARKE,103,GRANT,363415.84,363415.84,0
"FINANCE, ALABAMA DEPT OF",THOMPSON SUPPLY CO INC,1907 LOCUST ST MONTGOMERY AL 36107-2924,AL-MONTGOMERY,,DIRECT,84930,84930,0
"FINANCE, ALABAMA DEPT OF",THOMPSONS SAUSAGE COMPANY INC,987 Halls Chapel Rd Alexandria AL 36250-5215,AL-CALHOUN,229,GRANT,50000.00005,50000,0
"FINANCE, ALABAMA DEPT OF",TMOBILE USA INC,12920 SE 38th St Bellevue WA 98006-1350,WA-KING,23,CONTRACT,3698737.49,3698737.49,0
"FINANCE, ALABAMA DEPT OF","TMONE, LLC",2937 SIERRA CT SW IOWA CITY IA 52240-8503,IA-JOHNSON,,DIRECT,2752572.79,2752572.79,0
"FINANCE, ALABAMA DEPT OF","TOMBIGBEE COMMUNICATIONS, LLC",3196 County Highway 55 Hamilton AL 35570-7630,AL-MARION,24,CONTRACT,248120.18,248120.18,0
"FINANCE, ALABAMA DEPT OF","TOMBIGBEE COMMUNICATIONS, LLC",3196 County Highway 55 Hamilton AL 35570-7630,AL-MARION,30,CONTRACT,99757.81,99757.81,0
"FINANCE, ALABAMA DEPT OF","TOWN CREEK, CITY OF",15935 Main St Town Creek AL 35672-4001,AL-LAWRENCE,47,GRANT,62997.94,62997.94,0
"FINANCE, ALABAMA DEPT OF",TOWN OF ALTOONA,PO BOX 279 Altoona AL 35952-0279,AL-ETOWAH,150,GRANT,68099,68099,0
"FINANCE, ALABAMA DEPT OF",TOWN OF COOSADA,PO BOX 96 Coosada AL 36020-0096,AL-ELMORE,151,GRANT,84773.68,84773.68,0
"FINANCE, ALABAMA DEPT OF",TOWN OF ELBERTA,PO BOX 277 Elberta AL 36530-0277,AL-BALDWIN,457,GRANT,105851.89,105851.89,0
"FINANCE, ALABAMA DEPT OF",TOWN OF GROVE HILL,111 S Church St Grove Hill AL 36451-3164,AL-CLARKE,458,GRANT,85561.74,85561.74,0
"FINANCE, ALABAMA DEPT OF",TOWN OF GURLEY,PO BOX 128 Gurley AL 35748-0128,AL-MADISON,459,GRANT,63331,63331,0
"FINANCE, ALABAMA DEPT OF",TOWN OF INDIAN SPRINGS VILLAGE,2635 Cahaba Valley Rd Indian Springs AL 35124-3409,AL-SHELBY,460,GRANT,141169.59,141169.59,0
"FINANCE, ALABAMA DEPT OF",TOWN OF LOCUST FORK,34 Town Hall Rd Locust Fork AL 35097-5800,AL-BLOUNT,157,GRANT,78942.71,78942.71,0
"FINANCE, ALABAMA DEPT OF",TOWN OF MAPLESVILLE,PO BOX 9 Maplesville AL 36750-0009,AL-CHILTON,462,GRANT,58044,58044,0
"FINANCE, ALABAMA DEPT OF",TOWN OF MOUNT VERNON,1565 Boyles Ave Mount Vernon AL 36560-4535,AL-MOBILE,463,GRANT,63886.26,63886.26,0
"FINANCE, ALABAMA DEPT OF",TOWN OF NEWTON,PO BOX 10 Newton AL 36352-0010,AL-HOUSTON,464,GRANT,72380.67,72380.67,0
"FINANCE, ALABAMA DEPT OF",TOWN OF PERDIDO BEACH,9212 County Road 97 Elberta AL 36530-6112,AL-BALDWIN,465,GRANT,55636.84,55636.84,0
"FINANCE, ALABAMA DEPT OF",TOWN OF REHOBETH,221 Malvern Rd Dothan AL 36301-7331,AL-HOUSTON,466,GRANT,99255.75,99255.75,0
"FINANCE, ALABAMA DEPT OF",TOWN OF RIVER FALLS,PO BOX 99 River Falls AL 36476-0099,AL-COVINGTON,467,GRANT,50255,50255,0
"FINANCE, ALABAMA DEPT OF",TOWN OF SULLIGENT,PO BOX 365 Sulligent AL 35586-0365,AL-LAMAR,468,GRANT,82588,82588,0
"FINANCE, ALABAMA DEPT OF",TOWN OF WESTOVER,PO BOX 356 Westover AL 35185-0356,AL-SHELBY,470,GRANT,72960.51,72960.51,0
"FINANCE, ALABAMA DEPT OF",TOWNSEND KYSER,1545 Rosemary Rd Greensboro AL 36744-5431,AL-HALE,230,GRANT,120232,120232,0
"FINANCE, ALABAMA DEPT OF","TRANSPORTATION SOUTH, INC.",1400 MCCAIN PKWY PELHAM AL 35124-2130,AL-SHELBY,,DIRECT,233048,233048,0
"FINANCE, ALABAMA DEPT OF",TRAVIS WILSON,15176 County Road 21 Marion Junction AL 36759-4222,AL-DALLAS,231,GRANT,168000,168000,0
"FINANCE, ALABAMA DEPT OF","TRIANA, TOWN OF",640 6th St Madison AL 35756-8237,AL-MADISON,469,GRANT,69798,69798,0
"FINANCE, ALABAMA DEPT OF",TRIPLE R FARMS,306 4th St Benton AL 36785-5423,AL-LOWNDES,232,GRANT,63218.4,63218.4,0
"FINANCE, ALABAMA DEPT OF","TROY CABLEVISION, INC.",1006 S Brundidge St Troy AL 36081-3121,AL-PIKE,25,CONTRACT,1330499.14,1330499.14,0
"FINANCE, ALABAMA DEPT OF",TROY UNIVERSITY,600 UNIVERSITY AVE TROY AL 36082-0001,AL-PIKE,,DIRECT,77774.18,77774.18,0
"FINANCE, ALABAMA DEPT OF",TROY UNIVERSITY,600 University Ave Troy AL 36082-0001,AL-PIKE,108,GRANT,3365677,3365677,0
"FINANCE, ALABAMA DEPT OF",TSA INC,2050 W Sam Houston Pkwy N Houston TX 77043-2422,TX-HARRIS,,DIRECT,2833014.65,2833014.65,0
"FINANCE, ALABAMA DEPT OF","TURENNE PHARMEDCO, INC.",355 INDUSTRIAL PARK BLVD MONTGOMERY AL 36117,AL-MONTGOMERY,,DIRECT,81821.34,81821.34,0
"FINANCE, ALABAMA DEPT OF",TUSKEGEE UNIVERSITY,1200 W Montgomery Rd Tuskegee Institute AL 36088-1923,AL-MACON,506,GRANT,968287,968287,0
"FINANCE, ALABAMA DEPT OF","TUSKEGEE, CITY OF",101 Fonville St Tuskegee AL 36083-2021,AL-MACON,24,GRANT,254278.82,254278.82,0
"FINANCE, ALABAMA DEPT OF",U.S. CORROSION TECHNOLOGIES A RELIANSE GLOBAL COMPANY LLC,2638 NATIONAL DR GARLAND TX 75041-2331,TX-DALLAS,,DIRECT,88950.06,88950.06,0
"FINANCE, ALABAMA DEPT OF",UAB HEALTH SYSTEM INC,500 22nd St S Ste 408 Birmingham AL 35233-3110,AL-JEFFERSON,262,GRANT,946924.28,946924.28,0
"FINANCE, ALABAMA DEPT OF","ULINE, INC.",12575 ULINE DR PLEASANT PRAIRIE WI 53158-3686,WI-KENOSHA,,DIRECT,204589.76,204589.76,0
"FINANCE, ALABAMA DEPT OF",UNION SPRINGS TELEPHONE CO,PO BOX 272 Union Springs AL 36089-0272,AL-BULLOCK,26,CONTRACT,194095.3,194095.3,0
"FINANCE, ALABAMA DEPT OF","UNION SPRINGS, CITY OF",212 Prairie St N Union Springs AL 36089-1617,AL-BULLOCK,4,GRANT,141526.27,141526.27,0
"FINANCE, ALABAMA DEPT OF","UNION SUPPLY GROUP, INC.",2301 E PACIFICA PL RANCHO DOMINGUEZ CA 90220-6210,CA-LOS ANGELES,,DIRECT,397100,397100,0
"FINANCE, ALABAMA DEPT OF","UNION UNDERWEAR COMPANY, INC.",ONE FRUIT OF THE LOOM DR BOWLING GREEN KY 42103-7932,KY-WARREN,,DIRECT,2000000,2000000,0
"FINANCE, ALABAMA DEPT OF","UNIONTOWN, CITY OF",PO BOX 1069 Uniontown AL 36786-1069,AL-PERRY,147,GRANT,121261.71,121261.71,0
"FINANCE, ALABAMA DEPT OF","UNIVERSAL PRESENTATION CONCEPTS, INC.",1501 S STOUGHTON RD MADISON WI 53716-1853,WI-DANE,,DIRECT,53991.22,53991.22,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY CHARTER SCHOOL,PO BOX 1053 Livingston AL 35470-1053,AL-SUMTER,369,GRANT,251906,251906,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF ALABAMA,301 ROSE ADMIN BLDG TUSCALOOSA AL 35487-0001,AL-TUSCALOOSA,,DIRECT,703602.05,703602.05,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF ALABAMA,301 Rose Admin Bldg Tuscaloosa AL 35487-0001,AL-TUSCALOOSA,165,GRANT,3319850.58,3319850.58,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 S 20TH ST BIRMINGHAM AL 35294-0001,AL-JEFFERSON,,DIRECT,703379.27,703379.27,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF ALABAMA AT BIRMINGHAM,701 20th St S Birmingham AL 35233-2031,AL-JEFFERSON,64,GRANT,44031651.43,44031651.43,0
"FINANCE, ALABAMA DEPT OF","UNIVERSITY OF ALABAMA IN HUNTSVILLE, THE",301 Sparkman Dr NW Huntsville AL 35805-1911,AL-MADISON,399,GRANT,2638120.66,2638120.66,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF MOBILE,5735 College Pkwy Mobile AL 36613-2842,AL-MOBILE,507,GRANT,1209523.91,1209523.91,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF MONTEVALLO,75 College Dr Montevallo AL 35115-3732,AL-SHELBY,166,GRANT,2267318,2267318,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF NORTH ALABAMA,1 Harrison Plz Florence AL 35632-0002,AL-LAUDERDALE,400,GRANT,2366350.63,2366350.63,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF SOUTH ALABAMA,307 University Blvd 380 Admin Bldg Mobile AL 36688-0001,AL-MOBILE,401,GRANT,5569750.11,5569750.11,0
"FINANCE, ALABAMA DEPT OF",UNIVERSITY OF WEST ALABAMA,1 College Dr Livingston AL 35470-2098,AL-SUMTER,164,GRANT,1717580,1717580,0
"FINANCE, ALABAMA DEPT OF","US 21, INC.",2721 PROSPERITY AVE STE 300 FAIRFAX VA 22031-4341,VA-FAIRFAX,,DIRECT,183605.7,183605.7,0
"FINANCE, ALABAMA DEPT OF",VERIZON WIRELESS,PO BOX 660108 Dallas TX 75266-0108,TX-DALLAS,29,CONTRACT,3401722.56,3401722.56,0
"FINANCE, ALABAMA DEPT OF",VERNON CITY OF,44425 Highway 17 Vernon AL 35592-5032,AL-LAMAR,148,GRANT,110594,110594,0
"FINANCE, ALABAMA DEPT OF",VESTAVIA HILLS BOARD OF EDUCATION,1204 Montgomery Hwy Vestavia Hills AL 35216-2810,AL-JEFFERSON,105,GRANT,761859,761859,0
"FINANCE, ALABAMA DEPT OF","VIASAT, INC.",6155 El Camino Real Carlsbad CA 92009-1602,CA-SAN DIEGO,28,CONTRACT,376683.1,376683.1,0
"FINANCE, ALABAMA DEPT OF",VISION SECURITY TECHNOLOGIES,143 Business Center Dr Birmingham AL 35244-2022,AL-SHELBY,,DIRECT,3585676.01,3585676.01,0
"FINANCE, ALABAMA DEPT OF","VOLUNTEERS OF AMERICA SOUTHEAST, INC.",1204 Hillcrest Rd Mobile AL 36695-3930,AL-MOBILE,116,GRANT,260273.99,260273.99,0
"FINANCE, ALABAMA DEPT OF","VYAIRE MEDICAL, INC.",26125 N RIVERWOODS BLVD METTAWA IL 60045-3401,IL-LAKE,,DIRECT,76685.07,76685.07,0
"FINANCE, ALABAMA DEPT OF","W. L. PETREY WHOLESALE COMPANY, INC.",10345 PETREY HWY LUVERNE AL 36049-4406,AL-CRENSHAW,,DIRECT,1216760.04,1216760.04,0
"FINANCE, ALABAMA DEPT OF","W. W. GRAINGER, INC.",100 GRAINGER PKWY LAKE FOREST IL 60045-5202,IL-LAKE,,DIRECT,466261.37,466261.37,0
"FINANCE, ALABAMA DEPT OF",WALKER COUNTY COMMISSION,1801 3rd Ave S Ste 113 Jasper AL 35501-5390,AL-WALKER,,DIRECT,209804,209804,0
"FINANCE, ALABAMA DEPT OF",WALKER COUNTY COMMISSION,1801 3rd Ave S Ste 113 Jasper AL 35501-5390,AL-WALKER,249,GRANT,640197.78,640197.78,0
"FINANCE, ALABAMA DEPT OF",WALKER COUNTY SCHOOL DISTRICT,PO BOX 311 Jasper AL 35502-0311,AL-WALKER,358,GRANT,1712247,1712247,0
"FINANCE, ALABAMA DEPT OF",WALTERS FARMING COMPANY,11339 US Highway 80 Gallion AL 36742-5035,AL-HALE,233,GRANT,65907.66,65907.66,0
"FINANCE, ALABAMA DEPT OF","WASHINGTON, COUNTY OF",403 Court St Chatom AL 36518-6429,AL-WASHINGTON,396,GRANT,255614.57,255614.57,0
"FINANCE, ALABAMA DEPT OF","WEAVER, CITY OF",107 Church St Weaver AL 36277-3860,AL-CALHOUN,451,GRANT,132889.39,132889.39,0
"FINANCE, ALABAMA DEPT OF","WEDOWEE, TOWN OF",20 W Broad St Wedowee AL 36278-5267,AL-RANDOLPH,49,GRANT,62481.74,62481.74,0
"FINANCE, ALABAMA DEPT OF","WELLS PRINTING COMPANY, INC",6030 Perimeter Pkwy Montgomery AL 36116-5169,AL-MONTGOMERY,,DIRECT,159374.57,159374.57,0
"FINANCE, ALABAMA DEPT OF",WESTOVER PLANTING COMPANY,71 Bowden Rd Eufaula AL 36027-8007,AL-RUSSELL,234,GRANT,95530.23,95530.23,0
"FINANCE, ALABAMA DEPT OF","WETUMPKA, CITY OF",212 S Main St Wetumpka AL 36092-2748,AL-ELMORE,452,GRANT,111656.82,111656.82,0
"FINANCE, ALABAMA DEPT OF",WEXFORD HEALTH SOURCES INC,501 Holiday Dr FOSTER PLAZA FOUR Pittsburgh PA 15220-2749,PA-ALLEGHENY,,DIRECT,4769782.81,4769782.81,0
"FINANCE, ALABAMA DEPT OF",WIGGINS FARM,11190 Wiggins Farm Rd Andalusia AL 36420-7976,AL-COVINGTON,235,GRANT,76766.66,76766.66,0
"FINANCE, ALABAMA DEPT OF","WILCOX, COUNTY OF",12 Water St Camden AL 36726-2121,AL-WILCOX,397,GRANT,563705.7,563705.7,0
"FINANCE, ALABAMA DEPT OF",WILLIAM FARRIOR III,PO BOX 99 Letohatchee AL 36047-0099,AL-LOWNDES,236,GRANT,148239,148239,0
"FINANCE, ALABAMA DEPT OF",WILLIAM H CARR,631 Travelers Rest Rd Samson AL 36477-5365,AL-GENEVA,237,GRANT,64476,64476,0
"FINANCE, ALABAMA DEPT OF",WINFIELD CITY SCHOOL FUNDS,PO BOX 70 Winfield AL 35594-0070,AL-MARION,361,GRANT,396755,396755,0
"FINANCE, ALABAMA DEPT OF",WINSTON COUNTY BOARD OF EDUCATION,PO BOX 9 Double Springs AL 35553-0009,AL-WINSTON,81,GRANT,624198,624198,0
"FINANCE, ALABAMA DEPT OF",WINSTON COUNTY COMMISSION,11 Blake Dr Rm 11 Double Springs AL 35553-2165,AL-WINSTON,491,GRANT,429707.44,429707.44,0
"FINANCE, ALABAMA DEPT OF","YORK, CITY OF",607 2nd Ave York AL 36925-2214,AL-SUMTER,453,GRANT,113704,113704,0
"FINANCE, ALABAMA DEPT OF",ZORPRO LLC,2825 E Cottonwood Pkwy Ste 500 Salt Lake City UT 84121-7060,UT-SALT LAKE,,DIRECT,910757.25,910757.25,0
"JEFFERSON COUNTY, ALABAMA",72 HOUR LLC,490 Auto Center Dr Watsonville CA 95076-3726,CA-SANTA CRUZ,,DIRECT,63400.00004,63400,0
"JEFFERSON COUNTY, ALABAMA",A-1 PRODUCTS INC.,2020 Avenue F Birmingham AL 35218-1638,AL-JEFFERSON,,DIRECT,70157.5,70157.5,0
"JEFFERSON COUNTY, ALABAMA","A. G. GASTON BOYS & GIRLS CLUB, INC.",4821 Avenue W Birmingham AL 35208-4717,AL-JEFFERSON,20200497,GRANT,167106.43,167106.43,0
"JEFFERSON COUNTY, ALABAMA",ADANI SYSTEMS,13631 Poplar Cir Conroe TX 77304-1672,TX-MONTGOMERY,,DIRECT,155250,155250,0
"JEFFERSON COUNTY, ALABAMA",ALA CONSTRUCTION SUPPLY,715 Richard Arrington Jr Blvd S SUITE 820-1 Birmingham AL 35233-2105,AL-JEFFERSON,2006060,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",ALA CONSTRUCTION SUPPLY,4900 5th Ave S Birmingham AL 35222-2225,AL-JEFFERSON,,DIRECT,455541.18,455541.18,0
"JEFFERSON COUNTY, ALABAMA",BAGLEY VOLUNTEER FIRE DEPARTMENT,7175 Bankhead Hwy Dora AL 35062-2304,AL-JEFFERSON,20210216,GRANT,56752.51,56752.51,0
"JEFFERSON COUNTY, ALABAMA",BALCH & BINGHAM,1901 6th Ave N Ste 1500 Birmingham AL 35203-4642,AL-JEFFERSON,,DIRECT,199116,199116,0
"JEFFERSON COUNTY, ALABAMA",BIRMINGHAM REGIONAL PARATRANSIT CONSORTIUM,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,20210565,CONTRACT,53788.11,53788.11,0
"JEFFERSON COUNTY, ALABAMA","BIRMINGHAM URBAN LEAGUE, INC",1229 3rd Ave N Birmingham AL 35203-1628,AL-JEFFERSON,20210182,GRANT,1929978.21,1929978.21,0
"JEFFERSON COUNTY, ALABAMA",BIRMINGHAM WATER WORKS BOARD,3600 1st Ave N Birmingham AL 35222-1210,AL-JEFFERSON,20210303,GRANT,674740.67,674740.67,0
"JEFFERSON COUNTY, ALABAMA",BIRMINGHAM ZOO,2630 Cahaba Rd Mountain Brk AL 35223-1106,AL-JEFFERSON,20210297,GRANT,195397,195397,0
"JEFFERSON COUNTY, ALABAMA",BIRMINGHAM-JEFFERSON CIVIC CENTER AUTHORITY,2100 Richard Arrington Jr Blvd N Birmingham AL 35203-1102,AL-JEFFERSON,20210250,GRANT,505367.18,505367.18,0
"JEFFERSON COUNTY, ALABAMA",BIRMINGHAM-JEFFERSON COUNTY TRANSIT AUTHORITY,1801 Morris Ave Birmingham AL 35203-3109,AL-JEFFERSON,20210280,GRANT,84902.48,84902.48,0
"JEFFERSON COUNTY, ALABAMA",BIRMINGPORT FIRE DISTRICT,716 Richard Arrington Jr Blvd N Birmingham AL 35203-0100,AL-JEFFERSON,20210120,GRANT,54306.47005,54306.47,0
"JEFFERSON COUNTY, ALABAMA",BUDGET JANITORIAL SUPPLY INC,716 Richard Arrington Jr Blvd N Suite 820-1 Birmingham AL 35203-0100,AL-JEFFERSON,2006356,CONTRACT,0,0,0
"JEFFERSON COUNTY, ALABAMA",BUDGET JANITORIAL SUPPLY INC,90 Pardue Rd Pelham AL 35124-2152,AL-SHELBY,,DIRECT,278032.15,278032.15,0
